gcf_id	group	subgroup	genus	species_strain
GCF_000681515.1_ASM68151v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes
GCF_000685625.1_ASM68562v1	Proteobacteria	delta/epsilon subdivisions	Helicobacter	pylori_J166
GCF_000685665.1_ASM68566v1	Proteobacteria	delta/epsilon subdivisions	Helicobacter	pylori
GCF_000685705.1_ASM68570v1	Proteobacteria	delta/epsilon subdivisions	Helicobacter	pylori
GCF_000685725.1_ASM68572v1	Terrabacteria group	Firmicutes	Bacillus	velezensis_SQR9
GCF_000685745.1_ASM68574v1	Proteobacteria	delta/epsilon subdivisions	Helicobacter	pylori
GCF_000688795.1_ASM68879v1	Terrabacteria group	Firmicutes	Bacillus	thuringiensis_serovar_kurstaki_str._YBT-1520
GCF_000689235.1_GBCO_p1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae_COH1
GCF_000689355.1_PRJEB5999_assembly_1	Proteobacteria	Alphaproteobacteria	Bartonella	tribocorum
GCF_000689415.1_PKB13	Proteobacteria	Gammaproteobacteria	Pseudomonas	knackmussii_B13
GCF_000689635.2_ASM68963v2	Proteobacteria	Alphaproteobacteria	Anaplasma	phagocytophilum_str._Norway_variant2
GCF_000691545.1_ASM69154v1	Spirochaetes	Spirochaetia	Borreliella	garinii_SZ
GCF_000691565.1_ASM69156v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	putida
GCF_000691585.1_ASM69158v1	Proteobacteria	Alphaproteobacteria	Brucella	canis
GCF_000691605.1_ASM69160v1	Proteobacteria	Oligoflexia	Bdellovibrio	bacteriovorus
GCF_000695095.2_ASM69509v2	FCB group	Gemmatimonadetes	Gemmatimonas	phototrophica
GCF_000695215.1_ASM69521v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus_subsp._aureus
GCF_000695235.1_ASM69523v1	Terrabacteria group	Actinobacteria	Streptomyces	albulus
GCF_000695835.1_ASM69583v1	Terrabacteria group	Tenericutes	Mycoplasma	californicum
GCF_000695855.3_ASM69585v3	Proteobacteria	Gammaproteobacteria	Acinetobacter	baumannii
GCF_000695875.1_ASM69587v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_000695895.1_ASM69589v1	Terrabacteria group	Actinobacteria	Bifidobacterium	animalis
GCF_000695935.1_ASM69593v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae_subsp._pneumoniae_KPNIH27
GCF_000695975.1_ASM69597v1	Nitrospirae	Nitrospira	Leptospirillum	ferriphilum_YSK
GCF_000695995.1_ASM69599v1	Proteobacteria	Gammaproteobacteria	Serratia	sp._FS14
GCF_000696015.1_ASM69601v1	Terrabacteria group	Tenericutes	Mycoplasma	bovis_CQ-W70
GCF_000696465.1_ASM69646v1	Proteobacteria	Gammaproteobacteria	Pectobacterium	atrosepticum
GCF_000696485.1_ASM69648v1	Proteobacteria	Gammaproteobacteria	Halomonas	campaniensis
GCF_000696505.1_ASM69650v1	Terrabacteria group	Firmicutes	Streptococcus	equi_subsp._zooepidemicus_CY
GCF_000696675.2_ASM69667v2	Terrabacteria group	Actinobacteria	Rhodococcus	erythropolis_R138
GCF_000697965.2_ASM69796v2	Proteobacteria	Alphaproteobacteria	Ensifer	adhaerens
GCF_000698245.1_ASM69824v1	Proteobacteria	Alphaproteobacteria	Brucella	suis_bv._2
GCF_000698285.1_ASM69828v1	Proteobacteria	Alphaproteobacteria	Brucella	suis_bv._2
GCF_000698325.1_ASM69832v1	Proteobacteria	Alphaproteobacteria	Brucella	suis_bv._2
GCF_000698345.1_ASM69834v1	Proteobacteria	Alphaproteobacteria	Brucella	suis_bv._2
GCF_000698365.1_ASM69836v1	Proteobacteria	Gammaproteobacteria	Haemophilus	influenzae_CGSHiCZ412602
GCF_000698475.1_ASM69847v1	Terrabacteria group	Actinobacteria	Mycobacterium	tuberculosis_K
GCF_000698805.1_ASM69880v1	Proteobacteria	Gammaproteobacteria	Xylella	fastidiosa_subsp._sandyi_Ann-1
GCF_000698825.1_ASM69882v1	Proteobacteria	Gammaproteobacteria	Xylella	fastidiosa_MUL0034
GCF_000698845.1_ASM69884v1	Proteobacteria	Alphaproteobacteria	Rhizobium	sp._IE4771
GCF_000698865.1_ASM69886v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	chlororaphis
GCF_000698885.1_ASM69888v1	Terrabacteria group	Firmicutes	Streptococcus	thermophilus_ASCC_1275
GCF_000699025.1_ASM69902v1	Proteobacteria	Alphaproteobacteria	Brucella	suis_bv._2
GCF_000699465.1_ASM69946v1	Terrabacteria group	Firmicutes	Bacillus	subtilis_subsp._subtilis_str._JH642_substr._AG174
GCF_000699505.1_ASM69950v1	Terrabacteria group	Actinobacteria	Rhodoluna	lacicola
GCF_000699525.1_ASM69952v1	Terrabacteria group	Firmicutes	Bacillus	subtilis_subsp._subtilis_str._AG1839
GCF_000701165.1_ASM70116v2	Proteobacteria	Betaproteobacteria	Burkholderia	cepacia_JBK9
GCF_000702925.2_ASM70292v2	Proteobacteria	Gammaproteobacteria	Methylomonas	sp._LW13
GCF_000705595.2_ASM70559v2	Proteobacteria	Alphaproteobacteria	Sinorhizobium	americanum_CCGM7
GCF_000706665.1_ASM70666v1	Terrabacteria group	Actinobacteria	Mycobacterium	tuberculosis
GCF_000706685.1_ASM70668v1	Terrabacteria group	Firmicutes	Staphylococcus	xylosus
GCF_000706705.1_ASM70670v1	Terrabacteria group	Firmicutes	Bacillus	subtilis_subsp._subtilis_str._OH_131.1
GCF_000706725.1_ASM70672v1	Terrabacteria group	Firmicutes	Bacillus	lehensis_G1
GCF_000706745.1_ASM70674v1	Proteobacteria	Betaproteobacteria	Burkholderia	thailandensis_USAMRU_Malaysia_#20
GCF_000706765.1_ASM70676v1	Terrabacteria group	Actinobacteria	Bifidobacterium	indicum_LMG_11587_=_DSM_20214
GCF_000709415.1_ASM70941v1	Terrabacteria group	Firmicutes	Staphylococcus	xylosus
GCF_000709435.1_ASM70943v1	Terrabacteria group	Firmicutes	Candidatus	Arthromitus_sp._SFB-mouse-NL
GCF_000709455.1_ASM70945v1	PVC group	Chlamydiae	Chlamydia	muridarum_str._Nigg_2_MCR
GCF_000709495.1_ASM70949v1	Terrabacteria group	Actinobacteria	Cutibacterium	acnes_hdn-1
GCF_000709535.1_ASM70953v1	Proteobacteria	Gammaproteobacteria	Salmonella	bongori_serovar_48:z41:--_str._RKS3044
GCF_000709555.1_ASM70955v1	FCB group	Bacteroidetes/Chlorobi group	Candidatus	Walczuchella_monophlebidarum
GCF_000714595.1_ASM71459v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli_Nissle_1917
GCF_000714655.1_ASM71465v1	Proteobacteria	Gammaproteobacteria	Klebsiella	oxytoca_KONIH1
GCF_000714675.1_ASM71467v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae_subsp._pneumoniae_KPNIH24
GCF_000715155.1_ASM71515v2	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Typhimurium
GCF_000717515.1_ASM71751v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae_subsp._pneumoniae_KPR0928
GCF_000717535.1_ASM71753v1	Terrabacteria group	Firmicutes	Bacillus	thuringiensis_serovar_kurstaki_str._HD-1
GCF_000723465.1_Rb803	Terrabacteria group	Firmicutes	Ruminococcus	bicirculans
GCF_000723505.1_Mucivorans_M3_Nelson-Bomar-Fixed	FCB group	Bacteroidetes/Chlorobi group	Mucinivorans	hirudinis
GCF_000724485.1_ASM72448v1	Terrabacteria group	Firmicutes	Bacillus	methanolicus_MGA3
GCF_000724505.1_ASM72450v1	Proteobacteria	Gammaproteobacteria	Enterobacter	cloacae_ECNIH2
GCF_000724525.1_ASM72452v1	Proteobacteria	Gammaproteobacteria	Klebsiella	michiganensis
GCF_000724605.1_ASM72460v1	Terrabacteria group	Actinobacteria	Actinotignum	schaalii
GCF_000724625.1_ASM72462v1	Terrabacteria group	Armatimonadetes	Fimbriimonas	ginsengisoli_Gsoil_348
GCF_000724775.3_ASM72477v3	Terrabacteria group	Firmicutes	Lysinibacillus	fusiformis
GCF_000725285.1_ASM72528v1	Terrabacteria group	Firmicutes	Virgibacillus	sp._SK37
GCF_000725305.1_ASM72530v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli_KLY
GCF_000725325.1_ASM72532v1	Terrabacteria group	Firmicutes	Bacillus	anthracis
GCF_000725345.1_ASM72534v1	Terrabacteria group	Firmicutes	Pelosinus	sp._UFO1
GCF_000725365.1_ASM72536v1	Terrabacteria group	Firmicutes	Terribacillus	goriensis
GCF_000725385.1_ASM72538v1	Proteobacteria	Gammaproteobacteria	Dyella	japonica_A8
GCF_000725405.1_ASM72540v1	Terrabacteria group	Actinobacteria	Dermacoccus	nishinomiyaensis
GCF_000730165.1_ASM73016v2	Proteobacteria	Alphaproteobacteria	Nitrospirillum	amazonense_CBAmc
GCF_000730205.1_ASM73020v1	Terrabacteria group	Actinobacteria	Bifidobacterium	longum
GCF_000730215.1_ASM73021v2	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_000730245.1_ASM73024v1	Proteobacteria	Alphaproteobacteria	endosymbiont	of_Acanthamoeba_sp._UWC8
GCF_000730255.1_ASM73025v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_000730345.1_ASM73034v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli_O157:H7_str._SS17
GCF_000730365.1_ASM73036v1	Terrabacteria group	Actinobacteria	Corynebacterium	pseudotuberculosis
GCF_000730385.1_ASM73038v1	Proteobacteria	Gammaproteobacteria	Alteromonas	australica
GCF_000730405.1_ASM73040v1	Terrabacteria group	Actinobacteria	Corynebacterium	pseudotuberculosis
GCF_000730425.1_ASM73042v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	fluorescens
GCF_000730445.1_ASM73044v1	Terrabacteria group	Actinobacteria	Corynebacterium	pseudotuberculosis
GCF_000731295.1_RG1141_Ch_pA_pB	Proteobacteria	Alphaproteobacteria	Neorhizobium	galegae_bv._officinalis_bv._officinalis_str._HAMBI_1141
GCF_000731315.1_RG540_Ch_pA	Proteobacteria	Alphaproteobacteria	Neorhizobium	galegae_bv._orientalis_str._HAMBI_540
GCF_000732355.1_ASM73235v1	Terrabacteria group	Firmicutes	Streptococcus	suis_6407
GCF_000732425.1_ASM73242v1	Terrabacteria group	Firmicutes	Streptococcus	pyogenes_STAB902
GCF_000732905.1_ASM73290v1	Terrabacteria group	Firmicutes	Weissella	ceti
GCF_000732925.1_ASM73292v1	Terrabacteria group	Actinobacteria	Amycolatopsis	japonica
GCF_000732945.1_ASM73294v1	Terrabacteria group	Actinobacteria	Corynebacterium	atypicum
GCF_000732965.1_ASM73296v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli_O157:H7_str._EDL933
GCF_000733255.1_ASM73325v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae_subsp._pneumoniae_PittNDM01
GCF_000733715.2_ASM73371v2	Proteobacteria	Gammaproteobacteria	Pseudomonas	mendocina_S5.2
GCF_000733995.1_ASM73399v1	Terrabacteria group	Tenericutes	Mycoplasma	pneumoniae_M29
GCF_000734015.1_ASM73401v1	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacterium	commune_DSM_2178
GCF_000734055.1_ASM73405v1	FCB group	Bacteroidetes/Chlorobi group	Riemerella	anatipestifer_CH3
GCF_000734895.2_ASM73489v2	Terrabacteria group	Cyanobacteria/Melainabacteria group	Calothrix	sp._336/3
GCF_000734975.2_ASM73497v2	Proteobacteria	Gammaproteobacteria	Halomonas	sp._KO116
GCF_000736415.1_ASM73641v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	iguaniorum
GCF_000737085.1_ASM73708v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni_subsp._jejuni
GCF_000737305.2_ASM73730v2	Terrabacteria group	Firmicutes	Bacillus	clausii
GCF_000737325.1_ASM73732v2	Proteobacteria	delta/epsilon subdivisions	Sandaracinus	amylolyticus
GCF_000737405.1_ASM73740v1	Terrabacteria group	Firmicutes	Bacillus	subtilis_TO-A
GCF_000737515.1_ASM73751v1	FCB group	Bacteroidetes/Chlorobi group	Hymenobacter	sp._APR13
GCF_000737535.1_ASM73753v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Synechococcus	sp._KORDI-100
GCF_000737555.1_ASM73755v1	Terrabacteria group	Firmicutes	Enterococcus	faecium_T110
GCF_000737575.1_ASM73757v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Synechococcus	sp._KORDI-49
GCF_000737595.1_ASM73759v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Synechococcus	sp._KORDI-52
GCF_000737615.1_ASM73761v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus_subsp._aureus_SA268
GCF_000737865.1_ASM73786v1	Terrabacteria group	Actinobacteria	Bifidobacterium	coryneforme
GCF_000737885.1_ASM73788v1	Terrabacteria group	Actinobacteria	Bifidobacterium	adolescentis
GCF_000738445.1_ASM73844v1	Terrabacteria group	Actinobacteria	Mycobacterium	tuberculosis
GCF_000738475.1_ASM73847v1	Terrabacteria group	Actinobacteria	Mycobacterium	tuberculosis
GCF_000739085.1_ASM73908v1	Terrabacteria group	Actinobacteria	Amycolatopsis	methanolica_239
GCF_000739105.1_ASM73910v1	Terrabacteria group	Actinobacteria	Streptomyces	lividans_TK24
GCF_000739375.1_ASM73937v1	Proteobacteria	Betaproteobacteria	Comamonas	testosteroni_TK102
GCF_000739395.1_ASM73939v1	FCB group	Bacteroidetes/Chlorobi group	Flavobacterium	psychrophilum
GCF_000739435.1_ASM73943v1	Proteobacteria	Gammaproteobacteria	Actinobacillus	suis_ATCC_33415
GCF_000739455.1_ASM73945v1	Terrabacteria group	Actinobacteria	Corynebacterium	imitans
GCF_000739475.1_ASM73947v1	Spirochaetes	Spirochaetia	Borreliella	valaisiana_Tom4006
GCF_000739495.1_ASM73949v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_000740135.1_ASM74013v1	Proteobacteria	Alphaproteobacteria	Brucella	abortus
GCF_000740155.1_ASM74015v1	Proteobacteria	Alphaproteobacteria	Brucella	abortus
GCF_000740175.1_ASM74017v1	Proteobacteria	Alphaproteobacteria	Brucella	abortus
GCF_000740195.1_ASM74019v1	Proteobacteria	Alphaproteobacteria	Brucella	abortus_bv._9_str._C68
GCF_000740215.1_ASM74021v1	Proteobacteria	Alphaproteobacteria	Brucella	abortus_bv._6_str._870
GCF_000740235.1_ASM74023v1	Proteobacteria	Alphaproteobacteria	Brucella	suis
GCF_000740255.1_ASM74025v1	Proteobacteria	Alphaproteobacteria	Brucella	suis_bv._3_str._686
GCF_000740275.1_ASM74027v1	Proteobacteria	Alphaproteobacteria	Brucella	pinnipedialis
GCF_000740295.1_ASM74029v1	Proteobacteria	Alphaproteobacteria	Brucella	abortus
GCF_000740315.1_ASM74031v1	Proteobacteria	Alphaproteobacteria	Brucella	abortus
GCF_000740335.1_ASM74033v1	Proteobacteria	Alphaproteobacteria	Brucella	canis
GCF_000740355.1_ASM74035v1	Proteobacteria	Alphaproteobacteria	Brucella	melitensis_bv._3_str._Ether
GCF_000740375.1_ASM74037v1	Proteobacteria	Alphaproteobacteria	Brucella	abortus_bv._2_str._86/8/59
GCF_000740415.1_ASM74041v1	Proteobacteria	Alphaproteobacteria	Brucella	melitensis_bv._1_str._16M
GCF_000740435.1_ASM74043v1	Proteobacteria	Alphaproteobacteria	Brucella	suis
GCF_000740455.1_ASM74045v1	Proteobacteria	Gammaproteobacteria	Moraxella	catarrhalis
GCF_000740965.1_ASM74096v1	Proteobacteria	Gammaproteobacteria	Pectobacterium	atrosepticum
GCF_000740985.1_ASM74098v1	Proteobacteria	Gammaproteobacteria	Glaesserella	parasuis
GCF_000741005.1_ASM74100v1	Spirochaetes	Spirochaetia	Borreliella	afzelii_Tom3107
GCF_000742655.1_ASM74265v1	Terrabacteria group	Firmicutes	Bacillus	anthracis
GCF_000742715.1_ASM74271v1	Terrabacteria group	Actinobacteria	Corynebacterium	glutamicum
GCF_000742735.1_ASM74273v1	Terrabacteria group	Actinobacteria	Corynebacterium	glutamicum
GCF_000742755.1_ASM74275v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae_subsp._pneumoniae
GCF_000742795.1_ASM74279v1	Proteobacteria	Gammaproteobacteria	Glaesserella	parasuis
GCF_000742815.1_ASM74281v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Choleraesuis
GCF_000742835.1_ASM74283v1	Proteobacteria	Alphaproteobacteria	Candidatus	Paracaedibacter_acanthamoebae
GCF_000742855.1_ASM74285v1	Terrabacteria group	Firmicutes	Bacillus	pseudomycoides
GCF_000742895.1_ASM74289v1	Terrabacteria group	Firmicutes	Bacillus	anthracis_str._Vollum
GCF_000742955.1_ASM74295v1	Proteobacteria	Alphaproteobacteria	Ochrobactrum	anthropi
GCF_000742975.1_ASM74297v1	Terrabacteria group	Firmicutes	Enterococcus	faecalis_ATCC_29212
GCF_000743015.1_ASM74301v1	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_000743055.1_ASM74305v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Typhimurium
GCF_000743255.1_ASM74325v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli_ATCC_25922
GCF_000743945.1_ASM74394v1	Proteobacteria	Betaproteobacteria	Basilea	psittacipulmonis_DSM_24701
GCF_000746505.1_ASM74650v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_000746525.1_ASM74652v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	alkylphenolica
GCF_000746585.1_ASM74658v2	Proteobacteria	Alphaproteobacteria	Rickettsiales	bacterium_Ac37b
GCF_000746605.1_ASM74660v1	Proteobacteria	Gammaproteobacteria	Acinetobacter	baumannii
GCF_000746625.1_ASM74662v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes
GCF_000746645.1_ASM74664v1	Proteobacteria	Gammaproteobacteria	Acinetobacter	baumannii
GCF_000746665.1_ASM74666v1	Proteobacteria	Gammaproteobacteria	Vibrio	vulnificus
GCF_000747295.1_ASM74729v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti
GCF_000747315.1_ASM74731v1	Terrabacteria group	Actinobacteria	Corynebacterium	ureicelerivorans
GCF_000747345.1_ASM74734v1	Terrabacteria group	Firmicutes	Bacillus	sp._X1(2014)
GCF_000747525.1_ASM74752v1	FCB group	Bacteroidetes/Chlorobi group	Sphingobacterium	sp._ML3W
GCF_000747545.1_ASM74754v1	Terrabacteria group	Firmicutes	Bacillus	thuringiensis_serovar_kurstaki_str._YBT-1520
GCF_000747565.1_ASM74756v1	Proteobacteria	Gammaproteobacteria	Serratia	sp._SCBI
GCF_000747585.1_ASM74758v1	Terrabacteria group	Firmicutes	Melissococcus	plutonius_S1
GCF_000750195.1_ASM75019v1	FCB group	Bacteroidetes/Chlorobi group	Cellulophaga	lytica
GCF_000750215.1_ASM75021v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000750225.1_ASM75022v1	Proteobacteria	Gammaproteobacteria	Enterobacter	hormaechei_subsp._hoffmannii_ECNIH3
GCF_000750255.1_ASM75025v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000750275.1_ASM75027v1	Proteobacteria	Gammaproteobacteria	Enterobacter	hormaechei_subsp._hoffmannii_ECR091
GCF_000750295.1_ASM75029v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000750315.1_ASM75031v1	Proteobacteria	Gammaproteobacteria	Yersinia	pseudotuberculosis
GCF_000750335.1_ASM75033v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000750375.1_ASM75037v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000750395.2_ASM75039v2	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000750415.2_ASM75041v2	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000750435.1_ASM75043v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000750455.1_ASM75045v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000750475.1_ASM75047v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000750495.1_ASM75049v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000750515.1_ASM75051v1	Terrabacteria group	Firmicutes	Weissella	ceti
GCF_000750535.1_ASM75053v1	Terrabacteria group	Firmicutes	Weissella	ceti
GCF_000750555.1_ASM75055v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli_BW25113
GCF_000751035.1_PM221	Terrabacteria group	Firmicutes	Staphylococcus	epidermidis_PM221
GCF_000754265.1_ASM75426v1	Proteobacteria	Gammaproteobacteria	Candidatus	Baumannia_cicadellinicola
GCF_000754275.1_ASM75427v1	Proteobacteria	Gammaproteobacteria	Pasteurella	multocida
GCF_000754345.1_ASM75434v1	Proteobacteria	Gammaproteobacteria	Providencia	stuartii
GCF_000754365.1_ASM75436v1	FCB group	Bacteroidetes/Chlorobi group	Flavobacterium	psychrophilum_FPG101
GCF_000754375.1_ASM75437v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_000754405.1_ASM75440v1	FCB group	Bacteroidetes/Chlorobi group	Flavobacterium	psychrophilum_FPG3
GCF_000755145.1_ASM75514v1	Spirochaetes	Spirochaetia	Treponema	putidum
GCF_000755185.1_ASM75518v1	Terrabacteria group	Actinobacteria	Corynebacterium	sp._ATCC_6931
GCF_000755585.2_ASM75558v2	Terrabacteria group	Actinobacteria	Arthrobacter	alpinus
GCF_000755705.1_ASM75570v1	Terrabacteria group	Tenericutes	Candidatus	Izimaplasma_sp._HR1
GCF_000755725.1_ASM75572v1	Proteobacteria	Betaproteobacteria	Burkholderia	cenocepacia
GCF_000755765.1_ASM75576v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei
GCF_000755785.1_ASM75578v1	Proteobacteria	Betaproteobacteria	Burkholderia	mallei
GCF_000755805.1_ASM75580v1	Proteobacteria	Betaproteobacteria	Burkholderia	cepacia
GCF_000755825.1_ASM75582v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei
GCF_000755845.1_ASM75584v1	Proteobacteria	Betaproteobacteria	Burkholderia	mallei
GCF_000755865.1_ASM75586v1	Proteobacteria	Betaproteobacteria	Burkholderia	mallei
GCF_000755885.1_ASM75588v1	Proteobacteria	Betaproteobacteria	Burkholderia	mallei
GCF_000755905.1_ASM75590v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei_HBPUB10303a
GCF_000755925.1_ASM75592v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei_HBPUB10134a
GCF_000755945.1_ASM75594v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei_MSHR5858
GCF_000755965.1_ASM75596v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei_MSHR5848
GCF_000755985.1_ASM75598v1	Proteobacteria	Betaproteobacteria	Burkholderia	oklahomensis
GCF_000756005.1_ASM75600v1	Proteobacteria	Betaproteobacteria	Burkholderia	multivorans
GCF_000756025.1_ASM75602v2	Proteobacteria	Betaproteobacteria	Burkholderia	mallei
GCF_000756045.1_ASM75604v1	Proteobacteria	Betaproteobacteria	Paraburkholderia	xenovorans_LB400
GCF_000756065.1_ASM75606v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei_MSHR5855
GCF_000756085.1_ASM75608v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei
GCF_000756125.1_ASM75612v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei
GCF_000756145.1_ASM75614v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei
GCF_000756165.1_ASM75616v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei
GCF_000756185.1_ASM75618v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei_576
GCF_000756205.1_ASM75620v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus_subsp._aureus
GCF_000756415.2_ASM75641v3	Proteobacteria	Gammaproteobacteria	Piscirickettsia	salmonis
