,group,subgroup,genus,species_strain,group_id,subgroup_id,genus_id,species_strain_id
GCF_000348865.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori_OK113,16,43,418,3786
GCF_000348885.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori_OK310,16,43,418,3787
GCF_000349225.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,citri_subsp._citri_Aw12879,16,25,1046,992
GCF_000349765.2,Proteobacteria,Gammaproteobacteria,Mannheimia,haemolytica_USDA-ARS-USMARC-183,16,25,531,2086
GCF_000349785.2,Proteobacteria,Gammaproteobacteria,Mannheimia,haemolytica_USDA-ARS-USMARC-185,16,25,531,2088
GCF_000349795.1,Terrabacteria group,Firmicutes,Bacillus,subtilis_subsp._subtilis_str._BAB-1,20,23,113,5226
GCF_000349845.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,sp._ATCC_13867,16,25,776,4266
GCF_000349885.2,Terrabacteria group,Firmicutes,Thermoclostridium,stercorarium_subsp._stercorarium_DSM_8532,20,23,979,5180
GCF_000349925.2,Terrabacteria group,Firmicutes,Streptococcus,pyogenes_M1_476,20,23,921,3824
GCF_000349945.1,Proteobacteria,Betaproteobacteria,Azoarcus,sp._KH32C,16,7,108,4583
GCF_000349975.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,cinaedi_CCUG_18818_=_ATCC_BAA-847,16,43,418,973
GCF_000350185.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli_str._K-12_substr._MDS42,16,25,316,1138
GCF_000350205.1,Terrabacteria group,Actinobacteria,Mycobacterium,tuberculosis_str._Erdman_=_ATCC_35801,20,2,613,5566
GCF_000354175.2,Proteobacteria,Gammaproteobacteria,Vibrio,alginolyticus_NBRC_15630_=_ATCC_17749,16,25,1031,204
GCF_000355675.1,Proteobacteria,Gammaproteobacteria,Thalassolituus,oleivorans_MIL-1,16,25,965,3118
GCF_000355695.1,Terrabacteria group,Actinobacteria,Clavibacter,michiganensis_subsp._nebraskensis_NCPPB_2581,20,2,203,2818
GCF_000355765.4,Proteobacteria,Betaproteobacteria,Nitrosospira,lacus,16,7,639,2483
GCF_000359505.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,aeruginosa_B136-33,16,25,776,98
GCF_000359525.1,Terrabacteria group,Actinobacteria,Streptomyces,albidoflavus,20,2,923,175
GCF_000359625.1,Terrabacteria group,Firmicutes,Lactobacillus,brevis_KB290,20,23,487,712
GCF_000363905.1,Proteobacteria,Alphaproteobacteria,Rickettsia,prowazekii_str._NMRC_Madrid_E,16,3,813,3613
GCF_000967135.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,fetus_subsp._venerealis_str._84-112,16,43,165,1812
GCF_000364385.3,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_000364765.1,PVC group,Chlamydiae,Chlamydia,trachomatis_L2/434/Bu(i),15,11,187,5498
GCF_000364785.1,PVC group,Chlamydiae,Chlamydia,trachomatis_L2/434/Bu(f),15,11,187,5497
GCF_000364805.1,Terrabacteria group,Actinobacteria,Streptomyces,sp._PAMC_26508,20,2,923,4794
GCF_000364825.1,Terrabacteria group,Actinobacteria,Mycobacterium,tuberculosis_str._Beijing/NITR203,20,2,613,5565
GCF_000367205.1,Terrabacteria group,Actinobacteria,Cutibacterium,avidum_44067,20,2,233,525
GCF_000367405.1,Proteobacteria,Alphaproteobacteria,Rickettsia,prowazekii_str._Breinl,16,3,813,3607
GCF_000367425.1,Proteobacteria,Gammaproteobacteria,Raoultella,ornithinolytica_B6,16,25,792,3149
GCF_000367725.2,Proteobacteria,Gammaproteobacteria,Coxiella,burnetii_Z3055,16,25,223,744
GCF_000376545.2,Proteobacteria,Alphaproteobacteria,Epibacterium,mobile_F1926,16,3,312,2846
GCF_000376585.1,Proteobacteria,Alphaproteobacteria,Wolbachia,endosymbiont_of_Drosophila_simulans_wNo,16,3,1043,1397
GCF_000376605.1,Proteobacteria,Alphaproteobacteria,Wolbachia,endosymbiont_of_Drosophila_simulans_wHa,16,3,1043,1396
GCF_000376625.1,Terrabacteria group,Tenericutes,Mycoplasma,putrefaciens_Mput9231,20,36,617,3751
GCF_000376645.1,Proteobacteria,Gammaproteobacteria,Mannheimia,haemolytica_M42548,16,25,531,2085
GCF_000376705.1,Terrabacteria group,Actinobacteria,Cutibacterium,acnes_HL096PA1,20,2,233,64
GCF_000380325.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhimurium_str._U288,16,25,856,1646
GCF_000380335.1,Proteobacteria,Gammaproteobacteria,Azotobacter,vinelandii_CA,16,25,112,5728
GCF_000380365.1,Proteobacteria,Gammaproteobacteria,Azotobacter,vinelandii_CA6,16,25,112,5729
GCF_000382905.1,Terrabacteria group,Actinobacteria,Corynebacterium,glutamicum_K051,20,2,222,2026
GCF_000382965.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_ST228,20,23,912,492
GCF_000382985.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_ST228,20,23,912,492
GCF_000383005.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_ST228,20,23,912,492
GCF_000385525.1,Proteobacteria,Betaproteobacteria,Burkholderia,thailandensis_MSMB121,16,7,153,5366
GCF_000385905.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhi_str._Ty21a,16,25,856,1627
GCF_000385925.1,Terrabacteria group,Firmicutes,Streptococcus,cristatus_AS_1.3089,20,23,921,1185
GCF_000385945.1,Terrabacteria group,Actinobacteria,Streptomyces,fulvissimus_DSM_40593,20,2,923,1903
GCF_000387745.2,Terrabacteria group,Tenericutes,Mycoplasma,pneumoniae_19294,20,36,617,3455
GCF_000389635.1,Terrabacteria group,Firmicutes,Clostridium,pasteurianum_BC1,20,23,207,3267
GCF_000389675.2,Terrabacteria group,Firmicutes,Lactobacillus,acidophilus_La-14,20,23,487,55
GCF_000389945.1,Terrabacteria group,Actinobacteria,Mycobacterium,tuberculosis_EAI5/NITR206,20,2,613,5554
GCF_000389965.1,Terrabacteria group,Actinobacteria,Actinoplanes,sp._N902-109,20,2,26,4724
GCF_000390085.1,Terrabacteria group,Actinobacteria,Mycobacterium,avium_subsp._paratuberculosis_MAP4,20,2,613,535
GCF_000390245.1,Terrabacteria group,Firmicutes,Streptococcus,suis_TL13,20,23,921,5263
GCF_000390265.1,Thermotogae,Thermotogae,Thermotoga,maritima_MSB8,22,38,992,2688
GCF_000392455.3,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori_UM032,16,43,418,3805
GCF_000392475.3,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori_UM299,16,43,418,3809
GCF_000392485.3,Terrabacteria group,Firmicutes,Lactobacillus,plantarum_subsp._plantarum_P-8,20,23,487,3432
GCF_000392515.3,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori_UM037,16,43,418,3806
GCF_000392535.3,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori_UM066,16,43,418,3807
GCF_000397165.1,Terrabacteria group,Firmicutes,Lactobacillus,fermentum_F-6,20,23,487,1788
GCF_000397185.1,Terrabacteria group,Tenericutes,Strawberry,lethal_yellows_phytoplasma_(CPA)_str._NZSb11,20,36,918,2533
GCF_000397205.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,protegens_CHA0,16,25,776,3598
GCF_000400615.1,Terrabacteria group,Actinobacteria,Mycobacterium,tuberculosis_CCDC5079,20,2,613,5549
GCF_000400635.2,Terrabacteria group,Actinobacteria,Amycolatopsis,keratiniphila,20,2,67,2418
GCF_000400855.1,Terrabacteria group,Tenericutes,Mycoplasma,hyopneumoniae_168-L,20,36,617,2243
GCF_000400875.1,Fusobacteria,Fusobacteriia,Fusobacterium,nucleatum_subsp._animalis_4_8,12,24,354,3082
GCF_000400935.1,Terrabacteria group,Tenericutes,Spiroplasma,chrysopicola_DF-1,20,36,905,963
GCF_000400955.1,Terrabacteria group,Tenericutes,Spiroplasma,syrphidicola_EA-1,20,36,905,5314
GCF_000401175.1,Proteobacteria,Gammaproteobacteria,Idiomarina,loihiensis_GSL_199,16,25,439,2568
GCF_000401555.1,Proteobacteria,Gammaproteobacteria,Aeromonas,hydrophila_ML09-119,16,25,36,2219
GCF_000402035.1,Proteobacteria,Betaproteobacteria,Burkholderia,insecticola,16,7,153,2306
GCF_000403575.2,Proteobacteria,Gammaproteobacteria,Xanthomonas,campestris_pv._campestris_str._CN15,16,25,1046,784
GCF_000404145.1,Terrabacteria group,Actinobacteria,Corynebacterium,glutamicum_SCgG1,20,2,222,2029
GCF_000404185.1,Terrabacteria group,Actinobacteria,Corynebacterium,glutamicum_SCgG2,20,2,222,2030
GCF_000404205.1,Terrabacteria group,Firmicutes,Erysipelothrix,rhusiopathiae_SY1027,20,23,314,3914
GCF_000406765.2,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae_500_1420,16,25,465,3460
GCF_000408885.1,Terrabacteria group,Firmicutes,Bacillus,paralicheniformis_ATCC_9945a,20,23,113,3233
GCF_000410515.1,Proteobacteria,Gammaproteobacteria,Enterobacter,sp._R4-368,16,25,307,4870
GCF_000410575.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,putida_H8234,16,25,776,3735
GCF_000410995.1,Terrabacteria group,Firmicutes,Lactobacillus,reuteri_I5007,20,23,487,3887
GCF_000412205.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum_16,20,23,487,3425
GCF_000412265.2,Terrabacteria group,Actinobacteria,Streptomyces,sp._Mg1,20,2,923,4711
GCF_000412675.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,putida_NBRC_14164,16,25,776,3739
GCF_000412695.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,resinovorans_NBRC_106553,16,25,776,3876
GCF_000412775.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_CA-347,20,23,912,462
GCF_000414035.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,aeruginosa_RP73,16,25,776,118
GCF_000414215.1,Terrabacteria group,Actinobacteria,Bifidobacterium,animalis_subsp._lactis_Bl12,20,2,129,313
GCF_000416365.2,Terrabacteria group,Actinobacteria,Mycobacterium,sp._VKM_Ac-1817D,20,2,613,5014
GCF_000417085.2,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae_UHKPC33,16,25,465,3510
GCF_000417225.2,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae_DMC1097,16,25,465,3474
GCF_000417265.2,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae_UHKPC07,16,25,465,3509
GCF_000418305.1,Proteobacteria,Gammaproteobacteria,Psychrobacter,sp._G,16,25,783,4464
GCF_000418325.1,Proteobacteria,delta/epsilon subdivisions,Sorangium,cellulosum_So0157-2,16,43,894,867
GCF_000418345.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_000418365.1,Terrabacteria group,Actinobacteria,Corynebacterium,terpenotabidum_Y-11,20,2,222,5341
GCF_000418475.1,Terrabacteria group,Firmicutes,Lactobacillus,rhamnosus_LOCK900,20,23,487,3895
GCF_000418495.1,Terrabacteria group,Firmicutes,Lactobacillus,rhamnosus_LOCK908,20,23,487,3896
GCF_000418515.1,Terrabacteria group,Firmicutes,Lactobacillus,paracasei,20,23,487,3207
GCF_000418535.1,Terrabacteria group,Actinobacteria,Mycobacterium,intracellulare_subsp._yongonense_05-1390,20,2,613,2337
GCF_000419385.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii_BJAB07104,16,25,20,584
GCF_000419405.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii_BJAB0715,16,25,20,585
GCF_000419425.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii_BJAB0868,16,25,20,586
GCF_000422045.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes_HSC5,20,23,921,3822
GCF_000422085.1,Proteobacteria,Gammaproteobacteria,Serratia,liquefaciens_ATCC_27592,16,25,872,2555
GCF_000422095.1,Proteobacteria,Gammaproteobacteria,Mannheimia,haemolytica_D174,16,25,531,2084
GCF_000422125.1,Terrabacteria group,Actinobacteria,Mycobacterium,tuberculosis_EAI5,20,2,613,5553
GCF_000422145.1,Proteobacteria,Gammaproteobacteria,Mannheimia,haemolytica_D153,16,25,531,2082
GCF_000422165.1,Terrabacteria group,Firmicutes,Lactobacillus,helveticus_CNRZ32,20,23,487,2139
GCF_000427035.1,Terrabacteria group,Firmicutes,Streptococcus,agalactiae_09mas018883,20,23,921,141
GCF_000427075.1,Terrabacteria group,Firmicutes,Streptococcus,agalactiae_ILRI005,20,23,921,147
GCF_000427215.1,Terrabacteria group,Tenericutes,Mycoplasma,hyopneumoniae_7422,20,36,617,2245
GCF_000427275.1,Proteobacteria,Gammaproteobacteria,Mannheimia,haemolytica_D171,16,25,531,2083
GCF_000430085.2,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Heidelberg_str._CFSAN002069,16,25,856,1523
GCF_000430105.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Heidelberg_str._41578,16,25,856,1520
GCF_000430125.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Cubana_str._CFSAN002050,16,25,856,1462
GCF_000430145.2,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhimurium_var._5-_str._CFSAN001921,16,25,856,1655
GCF_000430165.1,Proteobacteria,Gammaproteobacteria,Salmonella,"enterica_subsp._enterica_serovar_4,[5],12:i:-_str._08-1736",16,25,856,1413
GCF_000430385.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni_32488,16,43,165,2370
GCF_000430405.1,Proteobacteria,Gammaproteobacteria,Vibrio,parahaemolyticus_O1:Kuk_str._FDA_R31,16,25,1031,3226
GCF_000430425.1,Proteobacteria,Gammaproteobacteria,Vibrio,parahaemolyticus_O1:K33_str._CDC_K4557,16,25,1031,3225
GCF_000438585.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_000438605.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_000438625.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_000438645.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_000438665.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_000438685.2,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_000438705.2,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_000438725.2,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_000438745.2,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_000438825.1,Proteobacteria,Gammaproteobacteria,Serratia,plymuthica_S13,16,25,872,3453
GCF_000439255.1,Proteobacteria,Gammaproteobacteria,Salmonella,bongori_N268-08,16,25,856,643
GCF_000439275.1,Terrabacteria group,Firmicutes,Lactobacillus,reuteri_TD1,20,23,487,3890
GCF_000439295.2,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori_UM298,16,43,418,3808
GCF_000439415.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Bareilly_str._CFSAN000189,16,25,856,1441
GCF_000439435.1,Terrabacteria group,Tenericutes,Spiroplasma,taiwanense_CT-1,20,36,905,5319
GCF_000439455.1,Terrabacteria group,Tenericutes,Spiroplasma,diminutum_CUAS-1,20,36,905,1313
GCF_000439495.1,Proteobacteria,Gammaproteobacteria,Alteromonas,mediterranea_MED64,16,25,61,2721
GCF_000439535.1,Proteobacteria,Gammaproteobacteria,Alteromonas,mediterranea_U7,16,25,61,2723
GCF_000439555.1,Proteobacteria,Gammaproteobacteria,Alteromonas,mediterranea_U8,16,25,61,2724
GCF_000439575.1,Proteobacteria,Gammaproteobacteria,Alteromonas,mediterranea_UM7,16,25,61,2726
GCF_000439595.1,Proteobacteria,Gammaproteobacteria,Alteromonas,mediterranea_UM4b,16,25,61,2725
GCF_000439695.1,Proteobacteria,Betaproteobacteria,Burkholderia,pseudomallei_MSHR305,16,7,153,3646
GCF_000439735.1,Proteobacteria,Gammaproteobacteria,Mannheimia,haemolytica_USMARC_2286,16,25,531,2089
GCF_000439755.1,Proteobacteria,Alphaproteobacteria,Anaplasma,phagocytophilum_str._HZ2,16,3,75,3358
GCF_000439775.1,Proteobacteria,Alphaproteobacteria,Anaplasma,phagocytophilum_str._JM,16,3,75,3359
GCF_000441535.1,Terrabacteria group,Firmicutes,Streptococcus,lutetiensis_033,20,23,921,2601
GCF_000441585.1,PVC group,Chlamydiae,Chlamydia,trachomatis_RC-F/69,15,11,187,5507
GCF_000441615.1,PVC group,Chlamydiae,Chlamydia,trachomatis_RC-L2(s)/46,15,11,187,5514
GCF_000441635.1,PVC group,Chlamydiae,Chlamydia,trachomatis_RC-F(s)/852,15,11,187,5506
GCF_000441655.1,PVC group,Chlamydiae,Chlamydia,trachomatis_RC-J/943,15,11,187,5509
GCF_000441675.1,PVC group,Chlamydiae,Chlamydia,trachomatis_RC-J/953,15,11,187,5510
GCF_000441695.1,PVC group,Chlamydiae,Chlamydia,trachomatis_RC-L2(s)/3,15,11,187,5513
GCF_000441715.1,PVC group,Chlamydiae,Chlamydia,trachomatis_RC-F(s)/342,15,11,187,5505
GCF_000441735.1,PVC group,Chlamydiae,Chlamydia,trachomatis_RC-J(s)/122,15,11,187,5508
GCF_000441755.1,PVC group,Chlamydiae,Chlamydia,trachomatis_RC-J/966,15,11,187,5511
GCF_000441775.1,PVC group,Chlamydiae,Chlamydia,trachomatis_J/6276tet1,15,11,187,5492
GCF_000441795.1,PVC group,Chlamydiae,Chlamydia,trachomatis_RC-J/971,15,11,187,5512
GCF_000441815.1,PVC group,Chlamydiae,Chlamydia,trachomatis_RC-L2/55,15,11,187,5515
GCF_000442415.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Newport_str._USMARC-S3124.1,16,25,856,1587
GCF_000442435.1,Proteobacteria,Alphaproteobacteria,Rhizobium,etli_bv._mimosae_str._Mim1,16,3,798,1723
GCF_000442595.1,Proteobacteria,Gammaproteobacteria,Cycloclasticus,zancles_78-ME,16,25,238,5830
GCF_000442645.1,Terrabacteria group,Actinobacteria,Corynebacterium,maris_DSM_45190,20,2,222,2682
GCF_000444405.1,Terrabacteria group,Firmicutes,Enterococcus,faecium_Aus0085,20,23,309,1752
GCF_000444425.1,Proteobacteria,Gammaproteobacteria,Proteus,mirabilis_BB2000,16,25,766,2832
GCF_000444465.1,Spirochaetes,Spirochaetia,Borreliella,burgdorferi_CA382,17,34,138,733
GCF_000444875.1,Terrabacteria group,Actinobacteria,Streptomyces,collinus_Tu_365,20,2,923,1142
GCF_000444995.1,Proteobacteria,Alphaproteobacteria,Paracoccus,aminophilus_JCM_7686,16,3,694,241
GCF_000445015.1,Terrabacteria group,Actinobacteria,Corynebacterium,glutamicum_MB001,20,2,222,2027
GCF_000445035.1,Terrabacteria group,Actinobacteria,Mycobacteroides,abscessus_subsp._bolletii_50594,20,2,614,16
GCF_000445405.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae_JM45,16,25,465,3483
GCF_000445425.4,Spirochaetes,Spirochaetia,Borrelia,miyamotoi_LB-2001,17,34,137,2841
GCF_000445995.2,Terrabacteria group,Firmicutes,Geobacillus,genomosp._3,20,23,367,1972
GCF_000447675.1,Spirochaetes,Spirochaetia,Treponema,pedis_str._T_A4,17,34,1010,3294
GCF_000448685.2,Terrabacteria group,Firmicutes,Streptococcus,salivarius,20,23,921,4005
GCF_000452385.2,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_Tager_104,20,23,912,498
GCF_000452445.2,Proteobacteria,Gammaproteobacteria,Pseudomonas,syringae_pv._pisi_str._PP1,16,25,776,5306
GCF_000452705.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,syringae_CC1557,16,25,776,5294
GCF_000454025.1,Terrabacteria group,Actinobacteria,Amycolatopsis,mediterranei_RB,20,2,67,2729
GCF_000454045.1,Terrabacteria group,Actinobacteria,Rhodococcus,erythropolis_CCM2595,20,2,803,1710
GCF_000455565.1,Terrabacteria group,Firmicutes,Bacillus,velezensis_UCMB5033,20,23,113,5701
GCF_000455585.1,Terrabacteria group,Firmicutes,Bacillus,velezensis_UCMB5113,20,23,113,5703
GCF_000455605.1,FCB group,Bacteroidetes/Chlorobi group,Flavobacterium,indicum_GPTSA100-9_=_DSM_17447,11,6,343,2272
GCF_000462955.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_6850,20,23,912,469
GCF_000462975.1,Proteobacteria,Gammaproteobacteria,Vibrio,anguillarum_M3,16,25,1031,298
GCF_000462995.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Gallinarum/pullorum_str._CDC1983-67,16,25,856,1511
GCF_000463015.1,Proteobacteria,Betaproteobacteria,Variovorax,paradoxus_B4,16,7,1027,3216
GCF_000463055.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_CN1,20,23,912,470
GCF_000463345.2,Proteobacteria,Gammaproteobacteria,Serratia,sp._ATCC_39006,16,25,872,4268
GCF_000463355.1,Terrabacteria group,Firmicutes,Streptococcus,intermedius_B196,20,23,921,2318
GCF_000463385.1,Terrabacteria group,Firmicutes,Streptococcus,intermedius_C270,20,23,921,2319
GCF_000463395.1,Terrabacteria group,Firmicutes,Streptococcus,constellatus_subsp._pharyngis_C232,20,23,921,1163
GCF_000463425.1,Terrabacteria group,Firmicutes,Streptococcus,constellatus_subsp._pharyngis_C1050,20,23,921,1162
GCF_000463445.1,Terrabacteria group,Firmicutes,Streptococcus,constellatus_subsp._pharyngis_C818,20,23,921,1164
GCF_000463465.1,Terrabacteria group,Firmicutes,Streptococcus,anginosus_C1051,20,23,921,292
GCF_000463505.1,Terrabacteria group,Firmicutes,Streptococcus,anginosus_C238,20,23,921,293
GCF_000464435.1,Proteobacteria,Gammaproteobacteria,Vibrio,campbellii_ATCC_BAA-1116,16,25,1031,777
GCF_000464955.2,Proteobacteria,Gammaproteobacteria,Escherichia,coli_O104:H21_str._CFSAN002236,16,25,316,1073
GCF_000465235.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,coli_CVM_N29710,16,43,165,1050
GCF_000465255.1,Proteobacteria,Gammaproteobacteria,Haemophilus,influenzae_KR494,16,25,397,2292
GCF_000465975.2,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae_KP-1,16,25,465,3485
GCF_000466065.2,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni_subsp._jejuni_00-2538,16,43,165,2376
GCF_000466075.2,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni_subsp._jejuni_00-2544,16,43,165,2377
GCF_000466105.2,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni_subsp._jejuni_00-2426,16,43,165,2375
GCF_000466785.3,Terrabacteria group,Firmicutes,Lactobacillus,fermentum_3872,20,23,487,1786
GCF_000468515.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli_LY180,16,25,316,1066
GCF_000468615.2,FCB group,Bacteroidetes/Chlorobi group,Cellulophaga,baltica_18,11,6,179,561
GCF_000468915.2,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni_subsp._jejuni_00-2425,16,43,165,2374
GCF_000468955.1,Terrabacteria group,Firmicutes,Lactococcus,lactis_subsp._cremoris_KW2,20,23,488,2466
GCF_000470765.1,PVC group,Chlamydiae,Chlamydia,pecorum_PV3056/3,15,11,187,3291
GCF_000470775.1,Terrabacteria group,Actinobacteria,Leifsonia,xyli_subsp._cynodontis_DSM_46306,20,2,497,5815
GCF_000470805.1,PVC group,Chlamydiae,Chlamydia,pecorum_W73,15,11,187,3292
GCF_000470825.1,PVC group,Chlamydiae,Chlamydia,pecorum_P787,15,11,187,3290
GCF_000470845.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_SA957,20,23,912,491
GCF_000470865.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_SA40,20,23,912,490
